date,close
2023-07-21,201.49
2023-07-24,198.88
2023-07-25,206.25
2023-07-26,206.56
2023-07-27,206.88
2023-07-28,209.95
2023-07-31,217.65
2023-08-01,215.4
2023-08-02,216.4
2023-08-03,219.04
2023-08-04,225.41
2023-08-07,226.39
2023-08-08,227.04
2023-08-09,226.9
2023-08-10,226.4
2023-08-11,221.4
2023-08-14,212.8
2023-08-15,211.2
2023-08-16,212.5
2023-08-17,215.15
2023-08-18,215.77
2023-08-21,212.86
2023-08-22,210.65
2023-08-23,207.4
2023-08-24,208.85
2023-08-25,208.24
2023-08-28,210.4
